instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.294377,-76.616245,,,,﻿sam_eccleston_901,﻿Most Rev.,﻿Samuel Eccleston,﻿D. D.,,,,,,,1841,﻿https://americasfirstcathedral.org/history-architecture ; Baltimore Basilica - a Short History - YouTube ; https://en.wikipedia.org/wiki/Basilica_of_the_National_Shrine_of_the_Assumption_of_the_Blessed_Virgin_Mary,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿pet_s_schreiber_901,﻿Rev.,﻿Peter S. Schreiber,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿cha_i_white_001,﻿Rev.,﻿Charles I. White,,﻿Librarian,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0001,﻿cathedral,﻿Cathedral,English,"﻿The Catholic Circulating Library of Baltimore...is to be kept at the residence of the Most Rev. Archbishop, corner of Charles and Mulberry streets, and is under the superintendence of the Rev. Charles I. White, Librarian.",,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.294377,-76.616245,,,,﻿hen_b_coskery_001,﻿Rev.,﻿Henry B. Coskery,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.292778,-76.615278,,,,﻿sam_eccleston_901,﻿Most Rev.,﻿Samuel Eccleston,﻿D. D.,,,,,,,1841,﻿https://en.wikipedia.org/wiki/St._Peter%27s_Pro-Cathedral,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿pet_s_schreiber_901,﻿Rev.,﻿Peter S. Schreiber,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿cha_i_white_001,﻿Rev.,﻿Charles I. White,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0004,﻿church,﻿St. Peter's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292778,-76.615278,,,,﻿hen_b_coskery_001,﻿Rev.,﻿Henry B. Coskery,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0002,﻿church,﻿St. Patrick's,English,,﻿F. Point,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.290887,-76.590257,,,,﻿nic_kerny_901,﻿Rev.,﻿N. Kerny,,,,,,,,1841,﻿https://en.wikipedia.org/wiki/St._Michael%27s_Church_Complex ; https://ministryofbrewing.com/ ; https://www.mdhistory.org/resources/saint-patricks-church/#gallery,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,﻿German,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.292841,-76.617988,,,,﻿jos_prost_902,﻿Very Rev.,﻿Joseph Prost,﻿S. S. L.,,,,,,,1841,﻿https://stmarys.edu/wp-content/uploads/2014/04/closed_cemeteries.pdf,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0005,﻿church,﻿St. John's,﻿German,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,,39.292841,-76.617988,,,,﻿ben_bayer_902,﻿Rev.,﻿Benedict Bayer,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0012,﻿church,﻿St. James',English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.301579,-76.602041,,,,﻿joh_b_gildea_901,﻿Rev.,﻿John Gildea,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0007,﻿church,﻿St. Joseph's,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,﻿edw_damphoux_901,﻿Rev.,﻿E. Damphoux,﻿D. D.,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0016,﻿chapel,﻿St. Mary's Chapel,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.295821,-76.622867,,,,﻿lew_r_deluol_901,﻿Very Rev.,﻿Louis Deluol,﻿D. D.,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0139_02,﻿chapel,﻿Carmelite Chapel,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,39.305333,-76.602235,,,,﻿joh_b_gildea_901,﻿Rev.,﻿J. Gildea,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0021,﻿chapel,﻿St. Frances' Chapel,English,,,,,﻿Baltimore County,﻿Baltimore,﻿Baltimore,﻿MD,﻿MD,,,,,,﻿jam_m_h_n_joubert_901,﻿Rev.,﻿James H. Joubert,,,,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0036,﻿church,[Unnamed Institution],English,,,,﻿Anne Arundel County,﻿Anne Arundel County,﻿Annapolis,﻿Annapolis,﻿MD,﻿MD,,,,,﻿every two months,﻿mat_sanders_901,﻿Rev.,﻿M. Sanders,﻿S. J.,,﻿of White Marsh,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.0036,﻿church,[Unnamed Institution],English,,,,﻿Anne Arundel County,﻿Anne Arundel County,﻿Annapolis,﻿Annapolis,﻿MD,,,,,,,﻿edw_mccarthy_901,﻿Rev.,﻿E. McCarthy,,,﻿of White Marsh,,,,,1841,,,,,﻿,﻿,﻿Baltimore,Baltimore
﻿bal.md.9010,﻿church,﻿St. Ignatius,English,,,,﻿Alleghany County,﻿Anne Arundel County,﻿Arnold Settlement,﻿Mount Savage,﻿MD,﻿MD,39.697778,-78.873889,,,﻿2d Sunday,﻿hen_myers_001,﻿Rev.,﻿H. Myers,,,﻿of Cumberland,,,,,1841,"﻿Fairly certain, since MSM was founded in 1808, that this entry refers to the chapel that was set up at the same time as the seminary: https://seminary.msmary.edu/about/history.html",,,,﻿,﻿,﻿Baltimore,Baltimore
