instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿det.mi.0002,﻿cathedral,﻿Cathedral of St. Ann,English,,,,,﻿Wayne County,﻿Detroit,﻿Detroit,﻿MI,﻿MI,42.320833,-83.076667,,,,﻿vin_badin_901,﻿Very Rev.,﻿Vincent Badin,﻿V. G.,,,,,,,1840,﻿https://ste-anne.org/about-us/parish-history/ ; https://en.wikipedia.org/wiki/Basilica_of_Sainte_Anne_de_D%C3%A9troit,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.9007,﻿church,﻿Trinity Church,English,,,,,,﻿Detroit,,﻿MI,,,,,,,﻿mar_kundig_901,﻿Rev.,﻿Martin Kundig,,,,,,,,1840,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0018,﻿church,not recorded,English,,,,,,﻿Ann Arbour,﻿Ann Arbor,﻿MI,,42.2857551,-83.7413768,,,,﻿kelly_901,﻿Rev. Mr.,﻿Kelly,,,,,,,,1840,,﻿,﻿,﻿Detroit,Detroit
﻿mar.mi.9000,﻿church,not recorded,English,,﻿Arbre Croche,,,﻿Emmet County,,,﻿MI,﻿MI,45.62643692,-85.07105266,,,,﻿sanderl_901,﻿Rev. Mr.,﻿Sanderl,,,,,,,,1840,﻿https://en.wikipedia.org/wiki/L%27Arbre_Croche ; https://www.cclcparishes.org/historic-holy-childhood-mission--church-and-school.html,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0114,﻿church,not recorded,English,,,,,﻿Monroe County,﻿Monroe,﻿Monroe,﻿MI,﻿MI,41.91855135,-83.39685624,,,,﻿carabin_901,﻿Rev. Mr.,﻿Carabin,,,,,,,,1840,﻿https://www.stmarymonroe.org/history,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0114,﻿church,not recorded,English,,﻿Milvakie,,,﻿Monroe County,﻿Monroe,﻿Monroe,﻿MI,,41.91855135,-83.39685624,,,,﻿kelly_901,﻿Rev. Mr.,﻿Kelly,,,,,,,,1840,,﻿,﻿,﻿Detroit,Detroit
﻿det.mi.0114,﻿church,not recorded,English,,﻿Milvakie,,,﻿Monroe County,﻿Racine,﻿Monroe,﻿MI,,41.91855135,-83.39685624,,﻿Visited alternately by Rev. Mr. Kelly,,﻿kelly_901,﻿Rev. Mr.,﻿Kelly,,,,,,,,1840,,﻿,﻿,﻿Detroit,Detroit
